Origin,Dest,DepTime,Weather,Airline,Duration,Day,Delayed
DXB,HND,22,Clear,British Airways,60,Saturday,No
DOH,HND,8,Clear,Air India,60,Sunday,Yes
LHR,HND,19,Fog,Air India,130,Sunday,Yes
LHR,CDG,7,Clear,British Airways,140,Saturday,No
DXB,SIN,8,Clear,Emirates,30,Wednesday,No
JFK,SIN,21,Clear,British Airways,110,Friday,Yes
DXB,CDG,23,Fog,British Airways,60,Sunday,Yes
JFK,DEL,19,Clear,Qatar Airways,130,Sunday,No
DXB,HND,22,Fog,Qatar Airways,90,Friday,Yes
JFK,DEL,0,Rain,Air India,50,Monday,Yes
DOH,HND,22,Fog,British Airways,110,Sunday,Yes
JFK,HND,5,Rain,Qatar Airways,80,Thursday,Yes
LHR,DEL,19,Storm,Emirates,90,Wednesday,No
LHR,CDG,15,Rain,Qatar Airways,130,Sunday,Yes
DOH,DEL,7,Clear,Emirates,110,Thursday,No
DXB,SIN,17,Fog,Qatar Airways,140,Tuesday,No
JFK,HND,15,Clear,British Airways,20,Monday,No
LHR,SIN,17,Clear,Air India,40,Thursday,No
JFK,SIN,7,Fog,Air India,30,Tuesday,Yes
JFK,CDG,13,Fog,Qatar Airways,90,Thursday,Yes
LHR,HND,19,Fog,British Airways,110,Tuesday,Yes
DOH,CDG,9,Rain,Air India,100,Friday,Yes
LHR,SIN,13,Rain,British Airways,140,Sunday,Yes
JFK,HND,4,Clear,Air India,30,Sunday,Yes
JFK,CDG,0,Clear,Air India,50,Tuesday,Yes
LHR,HND,9,Fog,Air India,140,Wednesday,No
DOH,CDG,12,Storm,British Airways,110,Wednesday,No
DXB,HND,14,Fog,British Airways,100,Sunday,Yes
JFK,DEL,0,Clear,Emirates,70,Sunday,Yes
DOH,SIN,20,Clear,Air India,60,Sunday,Yes
LHR,HND,5,Rain,Qatar Airways,40,Thursday,Yes
LHR,CDG,9,Storm,Qatar Airways,50,Tuesday,Yes
DXB,HND,12,Clear,Qatar Airways,130,Wednesday,No
DOH,SIN,21,Storm,Air India,90,Tuesday,Yes
DXB,HND,0,Storm,Air India,20,Wednesday,Yes
JFK,CDG,13,Clear,British Airways,80,Wednesday,No
DXB,SIN,8,Fog,British Airways,40,Sunday,Yes
DXB,HND,22,Fog,Emirates,100,Saturday,Yes
DXB,SIN,18,Fog,Qatar Airways,20,Friday,Yes
LHR,DEL,14,Clear,Air India,90,Tuesday,No
DOH,HND,8,Clear,British Airways,130,Friday,No
DXB,CDG,10,Clear,Air India,40,Saturday,No
LHR,CDG,13,Clear,Air India,40,Monday,Yes
DXB,SIN,18,Fog,British Airways,20,Monday,Yes
DOH,DEL,4,Fog,Air India,120,Friday,Yes
DXB,DEL,16,Fog,Qatar Airways,120,Tuesday,Yes
DOH,HND,15,Storm,Emirates,140,Tuesday,No
LHR,HND,5,Rain,British Airways,40,Wednesday,Yes
JFK,DEL,1,Storm,Qatar Airways,130,Saturday,Yes
JFK,CDG,18,Fog,Emirates,120,Wednesday,Yes
JFK,DEL,9,Rain,Air India,90,Friday,Yes
DOH,HND,12,Clear,Qatar Airways,90,Tuesday,No
DOH,CDG,7,Clear,Qatar Airways,50,Saturday,No
LHR,CDG,21,Storm,British Airways,100,Wednesday,Yes
JFK,DEL,4,Clear,Emirates,40,Sunday,Yes
DXB,SIN,7,Clear,Emirates,70,Friday,Yes
DXB,HND,16,Fog,British Airways,60,Monday,Yes
JFK,SIN,16,Clear,Qatar Airways,140,Monday,No
DOH,DEL,9,Clear,Qatar Airways,150,Wednesday,No
LHR,SIN,21,Rain,British Airways,60,Friday,Yes
DOH,DEL,7,Rain,Air India,20,Wednesday,Yes
DXB,CDG,13,Clear,Air India,110,Sunday,Yes
DOH,CDG,14,Clear,Emirates,50,Tuesday,No
DXB,DEL,17,Rain,Air India,130,Wednesday,Yes
DOH,CDG,5,Clear,British Airways,100,Friday,Yes
JFK,CDG,13,Rain,British Airways,140,Tuesday,Yes
DOH,DEL,13,Fog,Air India,120,Tuesday,Yes
DXB,SIN,13,Rain,Air India,130,Friday,Yes
DXB,DEL,15,Clear,Qatar Airways,20,Monday,No
DOH,HND,6,Clear,Qatar Airways,140,Friday,Yes
DOH,CDG,23,Fog,Qatar Airways,140,Thursday,Yes
JFK,HND,4,Rain,Air India,40,Sunday,Yes
DOH,SIN,11,Rain,Air India,120,Monday,Yes
LHR,DEL,13,Clear,Emirates,70,Thursday,No
DOH,DEL,2,Fog,Air India,150,Sunday,Yes
LHR,SIN,19,Clear,Emirates,50,Tuesday,No
DXB,CDG,3,Fog,Air India,50,Wednesday,Yes
DXB,DEL,3,Rain,Qatar Airways,80,Sunday,Yes
DOH,DEL,23,Clear,British Airways,90,Monday,No
JFK,HND,17,Clear,British Airways,20,Monday,No
DXB,CDG,16,Clear,British Airways,100,Friday,Yes
LHR,CDG,12,Storm,Emirates,120,Monday,Yes
DXB,CDG,15,Rain,Emirates,90,Thursday,Yes
JFK,SIN,20,Clear,Qatar Airways,140,Wednesday,No
LHR,SIN,10,Storm,Air India,50,Thursday,No
DOH,DEL,7,Rain,Qatar Airways,20,Thursday,Yes
JFK,HND,0,Clear,Qatar Airways,90,Sunday,Yes
DOH,DEL,20,Clear,Emirates,140,Tuesday,No
DOH,DEL,18,Clear,British Airways,30,Friday,Yes
JFK,SIN,20,Clear,Air India,130,Saturday,Yes
JFK,SIN,12,Clear,Qatar Airways,110,Tuesday,No
JFK,SIN,0,Fog,Emirates,90,Monday,Yes
DXB,DEL,21,Clear,Qatar Airways,70,Tuesday,No
LHR,CDG,13,Fog,Qatar Airways,20,Friday,Yes
DXB,DEL,19,Clear,Qatar Airways,120,Sunday,Yes
LHR,CDG,23,Clear,Air India,90,Tuesday,No
LHR,SIN,5,Fog,British Airways,100,Tuesday,Yes
DXB,SIN,4,Clear,Air India,150,Wednesday,Yes
LHR,DEL,20,Clear,Emirates,50,Sunday,No
DOH,SIN,13,Clear,Air India,120,Wednesday,Yes
DXB,CDG,7,Fog,Emirates,110,Wednesday,No
DOH,CDG,15,Clear,Qatar Airways,90,Sunday,No
DXB,SIN,17,Fog,British Airways,100,Saturday,Yes
DOH,DEL,8,Clear,Qatar Airways,60,Friday,No
DOH,DEL,8,Clear,Qatar Airways,60,Tuesday,No
DXB,DEL,21,Clear,Air India,60,Tuesday,Yes
LHR,DEL,19,Clear,Emirates,100,Wednesday,No
DOH,CDG,6,Rain,Air India,110,Sunday,Yes
LHR,SIN,16,Clear,Qatar Airways,50,Monday,No
LHR,SIN,8,Clear,Air India,70,Tuesday,No
JFK,CDG,15,Clear,Air India,70,Tuesday,Yes
DXB,CDG,10,Storm,Air India,100,Monday,Yes
LHR,CDG,14,Clear,Qatar Airways,50,Friday,No
LHR,SIN,11,Storm,Emirates,150,Thursday,Yes
LHR,SIN,8,Rain,Air India,60,Saturday,Yes
DXB,HND,4,Clear,Air India,80,Thursday,Yes
DOH,HND,15,Clear,Qatar Airways,140,Sunday,No
DOH,HND,2,Clear,Qatar Airways,150,Saturday,Yes
LHR,CDG,4,Fog,Air India,50,Saturday,Yes
JFK,SIN,15,Fog,British Airways,110,Tuesday,No
JFK,DEL,14,Storm,British Airways,60,Sunday,Yes
DOH,DEL,20,Clear,British Airways,150,Sunday,No
DXB,DEL,5,Clear,British Airways,40,Thursday,Yes
JFK,SIN,3,Rain,Air India,110,Sunday,Yes
DOH,SIN,1,Clear,British Airways,110,Thursday,Yes
JFK,DEL,5,Fog,Air India,50,Sunday,Yes
DOH,DEL,19,Rain,Emirates,150,Tuesday,Yes
DOH,DEL,7,Clear,Air India,50,Monday,Yes
LHR,SIN,20,Clear,British Airways,50,Friday,Yes
JFK,CDG,9,Clear,Qatar Airways,100,Friday,No
DXB,DEL,12,Fog,Qatar Airways,40,Friday,Yes
JFK,DEL,13,Clear,Emirates,50,Sunday,No
LHR,CDG,0,Fog,Qatar Airways,150,Wednesday,Yes
JFK,HND,9,Fog,Qatar Airways,80,Friday,No
DXB,DEL,17,Clear,Emirates,110,Thursday,No
DOH,SIN,8,Clear,British Airways,130,Monday,No
DOH,SIN,14,Clear,Qatar Airways,50,Tuesday,No
DXB,CDG,11,Clear,Air India,140,Saturday,No
LHR,CDG,22,Fog,Emirates,70,Friday,Yes
LHR,SIN,3,Fog,Emirates,80,Tuesday,Yes
LHR,DEL,12,Fog,Air India,50,Monday,Yes
DXB,HND,10,Clear,Emirates,50,Tuesday,No
DOH,CDG,9,Storm,Emirates,110,Monday,Yes
JFK,HND,15,Clear,British Airways,140,Saturday,No
LHR,SIN,10,Fog,Air India,150,Tuesday,No
JFK,SIN,4,Storm,Air India,120,Saturday,Yes
LHR,DEL,15,Clear,Emirates,100,Sunday,No
JFK,DEL,16,Clear,Qatar Airways,140,Tuesday,No
DOH,CDG,1,Fog,Air India,150,Saturday,Yes
LHR,DEL,20,Fog,Air India,150,Monday,Yes
LHR,SIN,11,Fog,Qatar Airways,140,Sunday,Yes
DXB,HND,0,Clear,British Airways,130,Sunday,Yes
LHR,DEL,0,Clear,Qatar Airways,100,Wednesday,Yes
DOH,SIN,18,Clear,Emirates,80,Sunday,Yes
DXB,SIN,2,Rain,Emirates,20,Sunday,Yes
DXB,HND,4,Fog,Emirates,120,Friday,Yes
DXB,HND,16,Clear,British Airways,140,Monday,No
LHR,HND,9,Clear,Emirates,120,Saturday,No
DOH,DEL,1,Clear,Air India,30,Sunday,Yes
LHR,CDG,9,Rain,Air India,60,Wednesday,Yes
LHR,HND,9,Clear,Qatar Airways,80,Sunday,Yes
LHR,DEL,0,Clear,Qatar Airways,80,Monday,Yes
LHR,DEL,9,Fog,Emirates,20,Saturday,Yes
DOH,HND,8,Fog,Qatar Airways,90,Thursday,Yes
JFK,CDG,18,Rain,British Airways,150,Sunday,Yes
DXB,CDG,8,Clear,Emirates,90,Tuesday,No
LHR,HND,18,Fog,Emirates,30,Tuesday,Yes
DOH,SIN,15,Clear,Air India,120,Thursday,No
JFK,CDG,1,Clear,British Airways,50,Tuesday,Yes
DXB,HND,11,Rain,Emirates,60,Tuesday,No
LHR,DEL,16,Clear,British Airways,60,Monday,No
LHR,SIN,3,Fog,British Airways,50,Tuesday,Yes
LHR,CDG,15,Fog,Emirates,70,Sunday,No
DXB,HND,20,Rain,Qatar Airways,110,Wednesday,Yes
DXB,DEL,4,Clear,British Airways,30,Wednesday,Yes
LHR,CDG,22,Clear,Emirates,60,Thursday,No
LHR,HND,21,Storm,Emirates,140,Monday,No
DOH,HND,21,Storm,Air India,100,Friday,Yes
LHR,SIN,10,Clear,Emirates,60,Friday,No
DOH,DEL,19,Rain,Emirates,90,Tuesday,No
JFK,SIN,9,Clear,Qatar Airways,150,Saturday,No
LHR,CDG,23,Clear,Air India,100,Thursday,No
DXB,HND,13,Fog,Qatar Airways,30,Saturday,Yes
DOH,HND,22,Fog,Emirates,130,Monday,No
LHR,DEL,2,Fog,Emirates,90,Wednesday,Yes
JFK,DEL,8,Fog,Qatar Airways,30,Saturday,No
DXB,HND,20,Clear,Qatar Airways,50,Wednesday,No
DXB,CDG,0,Rain,Emirates,100,Sunday,Yes
DOH,CDG,15,Rain,Air India,140,Sunday,Yes
LHR,HND,16,Clear,Air India,80,Saturday,Yes
DXB,HND,22,Clear,British Airways,60,Tuesday,No
JFK,HND,13,Rain,British Airways,60,Tuesday,Yes
DXB,SIN,9,Clear,Air India,120,Friday,No
LHR,HND,23,Clear,Qatar Airways,20,Saturday,No
LHR,HND,18,Fog,Emirates,80,Sunday,Yes
DXB,CDG,1,Clear,Qatar Airways,80,Friday,Yes
DOH,DEL,20,Fog,British Airways,50,Friday,Yes
DOH,SIN,6,Clear,Emirates,20,Tuesday,No
DXB,HND,13,Clear,British Airways,150,Thursday,No
JFK,HND,0,Fog,Emirates,40,Friday,Yes
DOH,DEL,9,Rain,British Airways,120,Wednesday,No
LHR,CDG,12,Clear,Emirates,30,Friday,No
JFK,SIN,23,Clear,British Airways,120,Monday,No
JFK,CDG,22,Rain,Qatar Airways,120,Friday,Yes
DXB,DEL,17,Rain,Emirates,20,Monday,Yes
DOH,SIN,10,Clear,Qatar Airways,60,Wednesday,No
DOH,SIN,19,Rain,British Airways,150,Saturday,No
JFK,HND,14,Rain,Emirates,50,Monday,No
JFK,SIN,1,Clear,Emirates,60,Sunday,Yes
LHR,DEL,14,Clear,Qatar Airways,30,Friday,No
LHR,HND,19,Storm,Emirates,130,Friday,No
LHR,CDG,0,Fog,Qatar Airways,140,Saturday,Yes
LHR,CDG,6,Fog,Emirates,90,Thursday,No
DXB,SIN,21,Fog,Air India,80,Tuesday,Yes
DOH,DEL,7,Clear,British Airways,50,Thursday,No
JFK,SIN,22,Clear,Emirates,120,Thursday,No
DOH,DEL,10,Fog,British Airways,90,Wednesday,Yes
DXB,CDG,19,Clear,Qatar Airways,100,Tuesday,No
DOH,CDG,16,Fog,Air India,140,Friday,No
DXB,HND,21,Fog,British Airways,120,Thursday,Yes
LHR,DEL,22,Clear,Emirates,150,Thursday,No
LHR,CDG,20,Rain,Emirates,100,Monday,Yes
JFK,CDG,13,Clear,British Airways,150,Sunday,Yes
JFK,DEL,1,Clear,Qatar Airways,100,Thursday,Yes
DOH,SIN,12,Clear,Air India,100,Sunday,No
JFK,DEL,2,Clear,British Airways,60,Wednesday,Yes
LHR,SIN,15,Storm,Air India,20,Thursday,Yes
JFK,SIN,21,Fog,Air India,30,Sunday,Yes
DOH,HND,1,Fog,Air India,140,Monday,Yes
DXB,SIN,16,Clear,Qatar Airways,70,Thursday,No
DXB,HND,8,Storm,Emirates,130,Tuesday,No
LHR,DEL,16,Rain,Air India,110,Thursday,Yes
LHR,HND,16,Rain,Qatar Airways,60,Tuesday,No
DOH,SIN,14,Clear,British Airways,20,Friday,No
DXB,CDG,22,Clear,British Airways,140,Monday,No
DXB,SIN,10,Fog,Air India,20,Thursday,Yes
DXB,CDG,1,Rain,Qatar Airways,50,Thursday,Yes
JFK,SIN,16,Fog,Qatar Airways,80,Tuesday,Yes
DXB,CDG,6,Storm,Emirates,30,Thursday,Yes
JFK,SIN,0,Fog,Qatar Airways,140,Saturday,Yes
DXB,HND,7,Storm,Air India,90,Friday,Yes
LHR,CDG,19,Fog,British Airways,80,Wednesday,Yes
DXB,DEL,2,Clear,British Airways,80,Monday,Yes
DXB,DEL,5,Storm,Emirates,30,Sunday,Yes
DXB,CDG,0,Clear,British Airways,40,Wednesday,Yes
DOH,DEL,6,Clear,Emirates,110,Sunday,No
DXB,CDG,21,Rain,Qatar Airways,50,Friday,Yes
LHR,HND,17,Clear,Air India,40,Sunday,Yes
DOH,HND,22,Fog,Air India,70,Wednesday,Yes
DXB,DEL,5,Clear,Emirates,60,Thursday,Yes
DOH,HND,6,Clear,Air India,130,Monday,Yes
DOH,HND,10,Clear,Qatar Airways,30,Sunday,Yes
DXB,SIN,12,Fog,Qatar Airways,60,Friday,No
LHR,DEL,15,Clear,Qatar Airways,130,Thursday,No
DXB,HND,22,Rain,Qatar Airways,110,Wednesday,Yes
DOH,SIN,15,Clear,Air India,150,Tuesday,No
DXB,SIN,14,Clear,British Airways,40,Saturday,No
LHR,CDG,11,Fog,Air India,120,Wednesday,Yes
DXB,HND,20,Fog,British Airways,20,Monday,Yes
LHR,HND,19,Clear,Qatar Airways,20,Thursday,No
DOH,DEL,17,Clear,Qatar Airways,80,Wednesday,No
LHR,DEL,19,Clear,Air India,110,Sunday,No
LHR,DEL,6,Fog,British Airways,60,Sunday,Yes
LHR,DEL,12,Clear,Qatar Airways,60,Wednesday,No
DOH,CDG,2,Fog,British Airways,110,Wednesday,Yes
JFK,CDG,16,Clear,Emirates,70,Saturday,No
LHR,DEL,13,Clear,British Airways,60,Tuesday,No
DXB,HND,9,Clear,Air India,80,Saturday,Yes
JFK,HND,1,Clear,Emirates,110,Saturday,Yes
DXB,SIN,20,Storm,Air India,40,Friday,Yes
JFK,HND,4,Clear,Qatar Airways,20,Sunday,Yes
DOH,CDG,3,Fog,Qatar Airways,70,Sunday,Yes
DOH,SIN,15,Rain,British Airways,60,Tuesday,Yes
JFK,CDG,11,Clear,Air India,120,Thursday,No
LHR,DEL,10,Rain,Emirates,40,Thursday,Yes
DOH,HND,2,Storm,British Airways,60,Sunday,Yes
DXB,HND,0,Clear,Air India,130,Saturday,Yes
DXB,DEL,13,Clear,Emirates,60,Monday,No
JFK,SIN,4,Storm,British Airways,50,Thursday,Yes
DOH,CDG,19,Rain,Qatar Airways,130,Thursday,Yes
DXB,CDG,22,Fog,British Airways,110,Friday,Yes
JFK,SIN,9,Clear,Qatar Airways,120,Tuesday,No
JFK,CDG,9,Fog,British Airways,50,Friday,Yes
DOH,DEL,14,Clear,British Airways,20,Sunday,No
DXB,DEL,2,Fog,Emirates,40,Friday,Yes
JFK,HND,8,Clear,British Airways,130,Saturday,No
DOH,CDG,13,Storm,Emirates,20,Tuesday,No
LHR,DEL,13,Clear,Emirates,110,Monday,No
DXB,DEL,7,Storm,British Airways,80,Friday,Yes
LHR,DEL,12,Clear,Qatar Airways,50,Friday,No
DXB,HND,1,Rain,British Airways,60,Wednesday,Yes
JFK,HND,14,Rain,British Airways,110,Tuesday,Yes
DXB,CDG,10,Clear,Air India,80,Sunday,Yes
DXB,DEL,7,Fog,Air India,30,Tuesday,Yes
DOH,SIN,11,Clear,Air India,30,Saturday,No
DXB,SIN,8,Clear,Air India,110,Monday,Yes
DOH,SIN,23,Clear,Emirates,150,Friday,Yes
DOH,DEL,16,Clear,Qatar Airways,50,Thursday,No
LHR,DEL,5,Clear,Emirates,130,Tuesday,Yes
LHR,CDG,3,Rain,Qatar Airways,150,Sunday,Yes
DXB,CDG,8,Rain,Qatar Airways,150,Saturday,Yes
DXB,SIN,3,Clear,British Airways,70,Thursday,Yes
DXB,CDG,10,Clear,Air India,70,Tuesday,Yes
JFK,HND,17,Rain,Qatar Airways,60,Wednesday,No
JFK,HND,13,Clear,Qatar Airways,70,Friday,No
LHR,SIN,16,Clear,Air India,20,Monday,Yes
DOH,HND,16,Rain,Emirates,100,Thursday,No
JFK,HND,23,Rain,Emirates,100,Friday,Yes
DOH,SIN,10,Storm,British Airways,120,Saturday,No
JFK,HND,1,Clear,Emirates,80,Friday,Yes
DXB,HND,6,Clear,Emirates,40,Monday,No
LHR,DEL,13,Clear,Emirates,40,Wednesday,No
DXB,HND,6,Clear,British Airways,110,Friday,No
DOH,HND,20,Rain,Emirates,70,Sunday,Yes
JFK,HND,2,Clear,Air India,40,Tuesday,Yes
DOH,HND,8,Rain,Air India,60,Monday,Yes
LHR,SIN,15,Clear,Qatar Airways,20,Saturday,No
DXB,HND,21,Storm,British Airways,90,Tuesday,No
LHR,SIN,21,Storm,British Airways,90,Monday,Yes
LHR,HND,5,Clear,Air India,130,Sunday,Yes
JFK,CDG,1,Storm,British Airways,40,Sunday,Yes
DOH,HND,5,Storm,Emirates,150,Monday,Yes
DXB,SIN,6,Storm,Qatar Airways,30,Tuesday,Yes
DXB,HND,3,Storm,Emirates,100,Tuesday,Yes
LHR,HND,17,Storm,British Airways,40,Wednesday,Yes
JFK,DEL,10,Fog,British Airways,100,Tuesday,Yes
LHR,HND,22,Rain,British Airways,120,Wednesday,Yes
DXB,SIN,1,Fog,Emirates,150,Wednesday,Yes
DXB,SIN,12,Fog,British Airways,110,Wednesday,Yes
JFK,SIN,2,Clear,British Airways,140,Tuesday,Yes
LHR,SIN,23,Clear,British Airways,50,Tuesday,No
LHR,SIN,12,Clear,Air India,40,Monday,Yes
DXB,HND,20,Rain,Qatar Airways,120,Tuesday,Yes
LHR,HND,17,Rain,Qatar Airways,120,Wednesday,Yes
DOH,HND,22,Clear,Emirates,100,Thursday,No
JFK,HND,18,Rain,Air India,80,Saturday,Yes
JFK,CDG,23,Clear,British Airways,60,Thursday,No
JFK,CDG,12,Rain,British Airways,110,Friday,Yes
DXB,HND,21,Fog,Air India,70,Sunday,Yes
DOH,HND,17,Clear,Emirates,60,Wednesday,No
DOH,SIN,12,Clear,Air India,90,Wednesday,No
JFK,DEL,14,Rain,Qatar Airways,80,Wednesday,Yes
DOH,DEL,16,Fog,Emirates,80,Tuesday,Yes
DXB,DEL,23,Rain,Qatar Airways,20,Saturday,Yes
JFK,DEL,13,Rain,British Airways,150,Sunday,Yes
DXB,HND,7,Rain,Air India,70,Friday,Yes
DOH,HND,3,Storm,Qatar Airways,100,Tuesday,Yes
JFK,SIN,5,Fog,Qatar Airways,130,Sunday,Yes
LHR,CDG,16,Clear,British Airways,60,Thursday,No
DOH,HND,12,Clear,British Airways,100,Tuesday,No
DOH,CDG,12,Clear,Emirates,130,Thursday,No
DXB,HND,3,Rain,British Airways,40,Thursday,Yes
DOH,CDG,23,Clear,Qatar Airways,140,Sunday,No
LHR,HND,11,Fog,Air India,50,Thursday,Yes
JFK,SIN,12,Storm,Emirates,90,Saturday,No
LHR,DEL,16,Fog,Emirates,80,Thursday,Yes
DOH,CDG,14,Rain,Air India,90,Tuesday,Yes
DOH,SIN,1,Rain,Air India,20,Thursday,Yes
DXB,DEL,0,Fog,British Airways,110,Friday,Yes
DXB,DEL,19,Clear,Emirates,20,Thursday,No
LHR,SIN,23,Storm,Emirates,50,Wednesday,Yes
JFK,SIN,1,Clear,Qatar Airways,140,Sunday,Yes
LHR,CDG,2,Rain,British Airways,90,Wednesday,Yes
DXB,CDG,4,Storm,Emirates,50,Saturday,Yes
DXB,SIN,1,Clear,British Airways,50,Friday,Yes
DXB,HND,17,Clear,Air India,110,Friday,Yes
DOH,HND,9,Fog,British Airways,30,Tuesday,No
JFK,DEL,5,Storm,Qatar Airways,60,Friday,Yes
LHR,SIN,23,Clear,Emirates,60,Thursday,No
LHR,SIN,1,Clear,Qatar Airways,130,Wednesday,Yes
JFK,DEL,3,Storm,Air India,30,Saturday,Yes
JFK,CDG,8,Clear,Qatar Airways,40,Saturday,No
LHR,CDG,13,Clear,Qatar Airways,130,Thursday,No
DOH,HND,19,Clear,Qatar Airways,30,Tuesday,No
DXB,CDG,23,Clear,Air India,80,Sunday,Yes
JFK,DEL,12,Rain,Emirates,60,Sunday,Yes
JFK,HND,17,Rain,Emirates,110,Saturday,Yes
DXB,HND,19,Clear,Qatar Airways,60,Friday,No
LHR,HND,9,Clear,Emirates,40,Wednesday,No
DOH,HND,12,Clear,British Airways,130,Thursday,No
JFK,HND,6,Rain,British Airways,120,Sunday,Yes
JFK,HND,19,Rain,Emirates,100,Friday,Yes
LHR,HND,20,Storm,Emirates,50,Monday,No
DXB,SIN,5,Rain,British Airways,130,Sunday,Yes
JFK,CDG,11,Storm,Qatar Airways,30,Saturday,Yes
LHR,DEL,14,Fog,British Airways,140,Tuesday,Yes
LHR,DEL,11,Clear,Emirates,20,Thursday,No
DOH,HND,2,Clear,Emirates,130,Wednesday,Yes
LHR,HND,9,Rain,Qatar Airways,50,Friday,No
DOH,SIN,20,Storm,British Airways,40,Saturday,Yes
LHR,HND,6,Clear,Air India,100,Thursday,Yes
DXB,HND,5,Clear,Emirates,20,Saturday,Yes
LHR,DEL,10,Clear,British Airways,80,Saturday,No
DOH,SIN,15,Rain,Air India,100,Friday,Yes
DOH,CDG,15,Clear,Emirates,80,Friday,Yes
LHR,DEL,16,Clear,Air India,150,Thursday,Yes
DXB,HND,10,Storm,Qatar Airways,30,Tuesday,Yes
LHR,SIN,16,Clear,Air India,90,Sunday,Yes
DOH,SIN,7,Clear,Qatar Airways,120,Saturday,No
JFK,DEL,7,Clear,Emirates,130,Friday,No
JFK,HND,6,Clear,Qatar Airways,110,Friday,No
DXB,SIN,11,Clear,Qatar Airways,30,Wednesday,No
DOH,CDG,8,Storm,British Airways,80,Monday,Yes
JFK,DEL,9,Clear,Qatar Airways,100,Wednesday,No
DXB,CDG,13,Fog,Qatar Airways,150,Thursday,Yes
DXB,SIN,18,Clear,Qatar Airways,20,Friday,No
JFK,SIN,9,Fog,Air India,40,Wednesday,Yes
DXB,HND,12,Fog,Air India,130,Saturday,Yes
DOH,DEL,16,Clear,British Airways,60,Thursday,No
JFK,CDG,2,Fog,British Airways,90,Friday,Yes
DXB,DEL,16,Storm,Air India,100,Friday,Yes
DOH,SIN,21,Clear,Emirates,50,Monday,No
DXB,SIN,1,Clear,Qatar Airways,40,Sunday,Yes
DXB,DEL,17,Clear,Emirates,120,Friday,No
LHR,SIN,14,Clear,Qatar Airways,60,Tuesday,No
JFK,DEL,12,Clear,Qatar Airways,50,Friday,Yes
JFK,DEL,18,Clear,Qatar Airways,20,Thursday,No
JFK,DEL,4,Fog,Qatar Airways,60,Sunday,Yes
DOH,HND,5,Fog,British Airways,140,Wednesday,Yes
DOH,HND,19,Clear,Air India,130,Monday,Yes
JFK,SIN,18,Storm,Qatar Airways,100,Sunday,Yes
DXB,SIN,15,Clear,Emirates,110,Friday,Yes
LHR,CDG,12,Clear,Qatar Airways,20,Saturday,No
LHR,SIN,16,Rain,Air India,70,Monday,No
DOH,SIN,10,Clear,British Airways,150,Friday,No
LHR,HND,7,Fog,British Airways,30,Tuesday,Yes
DXB,CDG,2,Clear,Emirates,110,Sunday,Yes
LHR,DEL,16,Rain,British Airways,100,Tuesday,Yes
DXB,HND,23,Fog,Air India,30,Monday,Yes
LHR,CDG,5,Clear,Qatar Airways,100,Saturday,Yes
DXB,CDG,18,Rain,Emirates,120,Tuesday,Yes
DOH,DEL,9,Clear,Emirates,110,Friday,Yes
DOH,CDG,13,Clear,Qatar Airways,60,Thursday,No
LHR,HND,11,Clear,Qatar Airways,40,Saturday,No
DOH,SIN,11,Fog,Qatar Airways,80,Wednesday,Yes
LHR,DEL,5,Fog,Air India,60,Thursday,Yes
DXB,HND,19,Clear,British Airways,80,Wednesday,No
JFK,CDG,5,Clear,Air India,20,Monday,Yes
DOH,CDG,7,Clear,British Airways,150,Tuesday,No
DOH,DEL,4,Clear,Qatar Airways,100,Sunday,Yes
DXB,SIN,13,Rain,British Airways,20,Monday,Yes
DXB,SIN,15,Rain,Air India,40,Wednesday,Yes
DXB,CDG,0,Rain,Qatar Airways,50,Monday,Yes
DXB,SIN,20,Clear,Air India,120,Wednesday,No
LHR,SIN,7,Clear,Air India,150,Monday,Yes
LHR,SIN,12,Rain,British Airways,30,Friday,Yes
DXB,CDG,23,Rain,British Airways,140,Friday,Yes
DXB,SIN,15,Rain,Air India,130,Wednesday,Yes
JFK,CDG,15,Fog,Air India,130,Tuesday,Yes
JFK,CDG,16,Rain,Air India,120,Monday,Yes
DXB,HND,17,Clear,Emirates,80,Sunday,Yes
LHR,DEL,12,Clear,Emirates,130,Tuesday,No
DOH,HND,12,Rain,British Airways,70,Thursday,Yes
DXB,SIN,22,Fog,British Airways,40,Friday,Yes
DXB,DEL,6,Rain,Qatar Airways,100,Sunday,Yes
DOH,SIN,9,Fog,Qatar Airways,30,Sunday,Yes
LHR,DEL,16,Rain,Air India,80,Saturday,Yes
JFK,HND,6,Clear,Air India,100,Sunday,No
DXB,SIN,21,Clear,Emirates,120,Sunday,Yes
DOH,SIN,15,Storm,Qatar Airways,150,Saturday,No
DOH,DEL,0,Rain,Qatar Airways,60,Wednesday,Yes
DXB,CDG,10,Rain,Air India,80,Sunday,Yes
LHR,DEL,2,Fog,British Airways,130,Saturday,Yes
JFK,DEL,14,Fog,Air India,80,Thursday,Yes
JFK,CDG,9,Fog,Qatar Airways,90,Tuesday,Yes
DOH,DEL,19,Clear,Emirates,120,Thursday,No
JFK,DEL,23,Clear,Emirates,60,Sunday,Yes
DOH,SIN,12,Rain,British Airways,80,Sunday,Yes
JFK,DEL,7,Storm,Emirates,140,Tuesday,No
LHR,SIN,18,Rain,Emirates,60,Friday,No
LHR,DEL,12,Rain,British Airways,90,Friday,No
JFK,HND,2,Fog,British Airways,20,Sunday,Yes
